id,start,end,year,ships,days
1631,"Venice","Jerusalem",1430,1,1
1632,"Venice","Modon",1430,2,1
1632,"Modon","Crete",1430,2,1
1633,"Venice","Corfou",1431,5,1
1633,"Corfou","Coron",1431,5,1
1633,"Coron","Modon",1431,5,1
1633,"Modon","Negrepont",1431,5,1
1633,"Negrepont","Constantinople",1431,5,1
1633,"Constantinople","Tana",1431,5,10
1633,"Tana","Trebizonde",1431,5,6
1633,"Trebizonde","Simisso",1431,5,1
1633,"Simisso","Sinope",1431,5,1
1633,"Sinope","Constantinople",1431,5,2
1634,"Venice","Crete",1431,1,2
1634,"Crete","Alexandrie",1431,1,10
1634,"Alexandrie","Beyrouth",1431,1,20
1634,"Beyrouth","Jaffa",1431,1,1
1634,"Jaffa","Acre",1431,1,4
1634,"Acre","Jaffa",1431,1,2
1634,"Jaffa","Beyrouth",1431,1,1
1635,"Venice","Crete",1431,2,2
1635,"Crete","Alexandrie",1431,2,10
1635,"Alexandrie","Beyrouth",1431,2,20
1635,"Beyrouth","Tripoli.Syria",1431,2,2
1635,"Tripoli.Syria","Laodicée",1431,2,2
1635,"Laodicée","Beyrouth",1431,2,1
1636,"Venice","Crete",1431,3,2
1636,"Crete","Alexandrie",1431,3,10
1636,"Alexandrie","Beyrouth",1431,3,20
1637,"Venice","Crete",1431,1,1
1637,"Crete","Rhodes",1431,1,1
1637,"Rhodes","Jaffa",1431,1,1
1638,"Venice","Pula",1431,1,1
1638,"Pula","Jaffa",1431,1,1
1638,"Jaffa","Jerusalem",1431,1,1
1639,"Venice","Modon",1431,2,1
1639,"Modon","Crete",1431,2,1
1639,"Crete","Alexandrie",1431,2,1
1639,"Alexandrie","Syria",1431,2,1
1639,"Syria","Cyprus",1431,2,1
1639,"Cyprus","Cyprus",1431,2,1
1639,"Cyprus","Cyprus",1431,2,1
1640,"Venice","Syria",1431,1,1
1641,"Venice","Corfou",1432,4,1
1641,"Corfou","Modon",1432,4,1
1641,"Modon","Coron",1432,4,1
1641,"Coron","Negrepont",1432,4,1
1641,"Negrepont","Constantinople",1432,4,1
1641,"Constantinople","Tana",1432,4,14
1641,"Tana","Trebizonde",1432,4,8
1641,"Trebizonde","Sinope",1432,4,2
1641,"Sinope","Constantinople",1432,4,4
1642,"Venice","Crete",1432,1,1
1642,"Crete","Cyprus",1432,1,2
1642,"Cyprus","Rhodes",1432,1,1
1642,"Rhodes","Jaffa",1432,1,1
1642,"Jaffa","Cyprus",1432,1,2
1643,"Venice","Crete",1432,1,1
1643,"Crete","Cyprus",1432,1,2
1643,"Cyprus","Rhodes",1432,1,1
1643,"Rhodes","Jaffa",1432,1,1
1643,"Jaffa","Rhodes",1432,1,1
1643,"Rhodes","Cyprus",1432,1,2
1644,"Venice","Corfou",1433,1,1
1644,"Corfou","Modon",1433,1,1
1644,"Modon","Coron",1433,1,1
1644,"Coron","Crete",1433,1,2
1644,"Crete","Alexandrie",1433,1,10
1644,"Alexandrie","Beyrouth",1433,1,22
1644,"Beyrouth","Jaffa",1433,1,1
1644,"Jaffa","Acre",1433,1,1
1644,"Acre","Beyrouth",1433,1,1
1645,"Venice","Corfou",1433,3,1
1645,"Corfou","Modon",1433,3,1
1645,"Modon","Coron",1433,3,1
1645,"Coron","Crete",1433,3,2
1645,"Crete","Alexandrie",1433,3,10
1645,"Alexandrie","Beyrouth",1433,3,22
1645,"Beyrouth","Tripoli.Syria",1433,3,1
1645,"Tripoli.Syria","Laodicée",1433,3,12
1645,"Laodicée","Beyrouth",1433,3,1
1646,"Venice","Corfou",1433,2,1
1646,"Corfou","Modon",1433,2,1
1646,"Modon","Coron",1433,2,1
1646,"Coron","Negrepont",1433,2,2
1646,"Negrepont","Constantinople",1433,2,2
1646,"Constantinople","Caffa",1433,2,1
1646,"Caffa","Tana",1433,2,14
1646,"Tana","Constantinople",1433,2,2
1647,"Venice","Corfou",1433,1,1
1647,"Corfou","Modon",1433,1,1
1647,"Modon","Coron",1433,1,1
1647,"Coron","Negrepont",1433,1,2
1647,"Negrepont","Constantinople",1433,1,2
1647,"Constantinople","Simisso",1433,1,1
1647,"Simisso","Sinope",1433,1,1
1647,"Sinope","Trebizonde",1433,1,1
1647,"Trebizonde","Constantinople",1433,1,2
1648,"Venice","Modon",1433,1,1
1648,"Modon","Crete",1433,1,1
1648,"Crete","Beyrouth",1433,1,25
1648,"Beyrouth","Damas",1433,1,2
1649,"Venice","Crete",1433,1,1
1649,"Crete","Beyrouth",1433,1,1
1649,"Beyrouth","Cyprus",1433,1,1
1649,"Cyprus","Beyrouth",1433,1,1
1650,"Venice","Modon",1433,1,1
1650,"Modon","Crete",1433,1,1
1650,"Crete","Alexandrie",1433,1,1
1651,"Venice","Messine",1434,3,1
1651,"Messine","Palerme",1434,3,1
1651,"Palerme","Majorque",1434,3,1
1651,"Majorque","Cadix",1434,3,1
1651,"Cadix","Bruges",1434,3,1
1652,"Venice","Messine",1434,2,1
1652,"Messine","Palerme",1434,2,1
1652,"Palerme","Majorque",1434,2,1
1652,"Majorque","Cadix",1434,2,1
1652,"Cadix","London",1434,2,50
1653,"Venice","Messine",1434,1,1
1653,"Messine","Palerme",1434,1,1
1653,"Palerme","Calabre",1434,1,1
1653,"Calabre","Napoli",1434,1,2
1653,"Napoli","Gaete",1434,1,2
1653,"Gaete","Civita.Vecchia",1434,1,2
1653,"Civita.Vecchia","Pise",1434,1,1
1653,"Pise","Talamone",1434,1,1
1653,"Talamone","Locum.Buccari",1434,1,1
1653,"Locum.Buccari","Aigues.Mortes",1434,1,1
1653,"Aigues.Mortes","Collioure",1434,1,3
1653,"Collioure","Barcelone",1434,1,1
1654,"Venice","Corfou",1434,2,1
1654,"Corfou","Modon",1434,2,1
1654,"Modon","Coron",1434,2,1
1654,"Coron","Negrepont",1434,2,1
1654,"Negrepont","Constantinople",1434,2,2
1654,"Constantinople","Tana",1434,2,1
1654,"Tana","Constantinople",1434,2,6
1655,"Venice","Corfou",1434,1,1
1655,"Corfou","Modon",1434,1,1
1655,"Modon","Coron",1434,1,1
1655,"Coron","Negrepont",1434,1,1
1655,"Negrepont","Simisso",1434,1,1
1655,"Simisso","Sinope",1434,1,2
1655,"Sinope","Trebizonde",1434,1,10
1655,"Trebizonde","Constantinople",1434,1,6
1656,"Venice","Pula",1434,4,1
1656,"Pula","Modon",1434,4,1
1656,"Modon","Crete",1434,4,1
1656,"Crete","Cap.Malee",1434,4,1
1657,"Venice","Pula",1434,2,1
1657,"Pula","Modon",1434,2,1
1657,"Modon","Cap.Malee",1434,2,1
1657,"Cap.Malee","Rhodes",1434,2,1
1657,"Rhodes","Beyrouth",1434,2,28
1657,"Beyrouth","Tripoli.Syria",1434,2,1
1657,"Tripoli.Syria","Laodicée",1434,2,1
1657,"Laodicée","Beyrouth",1434,2,1
1657,"Beyrouth","Rhodes",1434,2,1
1658,"Venice","Pula",1434,1,1
1658,"Pula","Modon",1434,1,1
1658,"Modon","Cap.Malee",1434,1,1
1658,"Cap.Malee","Rhodes",1434,1,1
1658,"Rhodes","Beyrouth",1434,1,28
1658,"Beyrouth","Jaffa",1434,1,1
1658,"Jaffa","Acre",1434,1,6
1658,"Acre","Jaffa",1434,1,2
1658,"Jaffa","Beyrouth",1434,1,1
1658,"Beyrouth","Rhodes",1434,1,1
1659,"Venice","Pula",1434,1,1
1659,"Pula","Modon",1434,1,1
1659,"Modon","Cap.Malee",1434,1,1
1659,"Cap.Malee","Rhodes",1434,1,1
1659,"Rhodes","Beyrouth",1434,1,28
1659,"Beyrouth","Damas",1434,1,1
1660,"Venice","Modon",1434,1,1
1660,"Modon","Cap.Malee",1434,1,1
1660,"Cap.Malee","Beyrouth",1434,1,1
1661,"Venice","Modon",1434,1,1
1661,"Modon","Cap.Malee",1434,1,1
1661,"Cap.Malee","Crete",1434,1,1
1661,"Crete","Cyprus",1434,1,1
1662,"Venice","Jerusalem",1434,1,1
1663,"Venice","Corfou",1435,2,1
1663,"Corfou","Modon",1435,2,1
1663,"Modon","Coron",1435,2,1
1663,"Coron","Negrepont",1435,2,2
1663,"Negrepont","Constantinople",1435,2,2
1663,"Constantinople","Tana",1435,2,1
1663,"Tana","Constantinople",1435,2,6
1664,"Venice","Corfou",1435,1,1
1664,"Corfou","Modon",1435,1,1
1664,"Modon","Coron",1435,1,1
1664,"Coron","Negrepont",1435,1,2
1664,"Negrepont","Constantinople",1435,1,2
1664,"Constantinople","Simisso",1435,1,1
1664,"Simisso","Sinope",1435,1,2
1664,"Sinope","Trebizonde",1435,1,14
1664,"Trebizonde","Constantinople",1435,1,6
1665,"Venice","Corfou",1435,1,1
1665,"Corfou","Modon",1435,1,1
1665,"Modon","Coron",1435,1,1
1665,"Coron","Negrepont",1435,1,2
1665,"Negrepont","Constantinople",1435,1,2
1665,"Constantinople","Maurocastron",1435,1,15
1665,"Maurocastron","Constantinople",1435,1,6
1666,"Venice","Messine",1435,2,1
1666,"Messine","Palerme",1435,2,1
1666,"Palerme","Majorque",1435,2,1
1666,"Majorque","Cadix",1435,2,1
1666,"Cadix","Bruges",1435,2,1
1667,"Venice","Messine",1435,2,1
1667,"Messine","Palerme",1435,2,1
1667,"Palerme","Majorque",1435,2,1
1667,"Majorque","Cadix",1435,2,1
1667,"Cadix","London",1435,2,1
1667,"London","Southampton",1435,2,1
1668,"Venice","Messine",1435,1,1
1668,"Messine","Palerme",1435,1,1
1668,"Palerme","Calabre",1435,1,1
1668,"Calabre","Napoli",1435,1,2
1668,"Napoli","Civita.Vecchia",1435,1,2
1668,"Civita.Vecchia","Pise",1435,1,2
1668,"Pise","Talamone",1435,1,1
1668,"Talamone","Locum.Buccari",1435,1,1
1668,"Locum.Buccari","Aigues.Mortes",1435,1,1
1668,"Aigues.Mortes","Collioure",1435,1,3
1668,"Collioure","Barcelone",1435,1,1
1668,"Barcelone","Valencia",1435,1,1
1668,"Valencia","Crete",1435,1,2
1669,"Venice","Modon",1435,2,1
1669,"Modon","Crete",1435,2,1
1669,"Crete","Alexandrie",1435,2,20
1670,"Venice","Beyrouth",1435,1,28
1670,"Beyrouth","Jaffa",1435,1,1
1670,"Jaffa","Acre",1435,1,6
1670,"Acre","Jaffa",1435,1,2
1670,"Jaffa","Tripoli.Syria",1435,1,1
1670,"Tripoli.Syria","Laodicée",1435,1,1
1670,"Laodicée","Beyrouth",1435,1,1
1670,"Beyrouth","Rhodes",1435,1,1
1670,"Rhodes","Modon",1435,1,1
1670,"Modon","Corfou",1435,1,1
1671,"Venice","Beyrouth",1435,3,28
1671,"Beyrouth","Tripoli.Syria",1435,3,1
1671,"Tripoli.Syria","Laodicée",1435,3,1
1671,"Laodicée","Beyrouth",1435,3,1
1671,"Beyrouth","Rhodes",1435,3,1
1671,"Rhodes","Modon",1435,3,1
1671,"Modon","Corfou",1435,3,1
1672,"Venice","Crete",1435,2,4
1672,"Crete","Alexandrie",1435,2,8
1672,"Alexandrie","Beyrouth",1435,2,10
1672,"Beyrouth","Crete",1435,2,4
1672,"Crete","Alexandrie",1435,2,4
1672,"Alexandrie","Beyrouth",1435,2,5
1672,"Beyrouth","Modon",1435,2,1
1673,"Venice","Messine",1435,1,1
1673,"Messine","Palerme",1435,1,1
1673,"Palerme","Syracuse",1435,1,1
1673,"Syracuse","Reggio.Calabre",1435,1,1
1673,"Reggio.Calabre","Napoli",1435,1,2
1673,"Napoli","Gaete",1435,1,2
1673,"Gaete","Civita.Vecchia",1435,1,2
1673,"Civita.Vecchia","Pise",1435,1,2
1673,"Pise","Talamone",1435,1,1
1673,"Talamone","Locum.Buccari",1435,1,1
1673,"Locum.Buccari","Aigues.Mortes",1435,1,1
1673,"Aigues.Mortes","Collioure",1435,1,3
1673,"Collioure","Barcelone",1435,1,1
1673,"Barcelone","Valencia",1435,1,1
1673,"Valencia","Syracuse",1435,1,1
1674,"Venice","Messine",1436,1,1
1674,"Messine","Palerme",1436,1,1
1674,"Palerme","Napoli",1436,1,1
1674,"Napoli","Gaete",1436,1,1
1674,"Gaete","Civita.Vecchia",1436,1,2
1674,"Civita.Vecchia","Pise",1436,1,1
1674,"Pise","Talamone",1436,1,1
1674,"Talamone","Genoa",1436,1,2
1674,"Genoa","Savona",1436,1,1
1674,"Savona","Aigues.Mortes",1436,1,1
1674,"Aigues.Mortes","Collioure",1436,1,3
1674,"Collioure","Catalugna",1436,1,1
1675,"Venice","Corfou",1436,2,1
1675,"Corfou","Modon",1436,2,1
1675,"Modon","Coron",1436,2,1
1675,"Coron","Negrepont",1436,2,2
1675,"Negrepont","Constantinople",1436,2,1
1675,"Constantinople","Tana",1436,2,1
1675,"Tana","Caffa",1436,2,1
1675,"Caffa","Constantinople",1436,2,6
1676,"Venice","Corfou",1436,1,1
1676,"Corfou","Modon",1436,1,1
1676,"Modon","Coron",1436,1,1
1676,"Coron","Negrepont",1436,1,2
1676,"Negrepont","Constantinople",1436,1,1
1676,"Constantinople","Simisso",1436,1,1
1676,"Simisso","Sinope",1436,1,2
1676,"Sinope","Trebizonde",1436,1,10
1676,"Trebizonde","Constantinople",1436,1,6
1677,"Venice","Corfou",1436,1,1
1677,"Corfou","Modon",1436,1,1
1677,"Modon","Coron",1436,1,1
1677,"Coron","Negrepont",1436,1,2
1677,"Negrepont","Constantinople",1436,1,1
1677,"Constantinople","Maurocastron",1436,1,15
1677,"Maurocastron","Constantinople",1436,1,6
1678,"Venice","Messine",1436,2,1
1678,"Messine","Palerme",1436,2,1
1678,"Palerme","Majorque",1436,2,1
1678,"Majorque","Malaga",1436,2,1
1678,"Malaga","Cadix",1436,2,1
1678,"Cadix","Bruges",1436,2,1
1679,"Venice","Messine",1436,1,1
1679,"Messine","Palerme",1436,1,1
1679,"Palerme","Majorque",1436,1,1
1679,"Majorque","Malaga",1436,1,1
1679,"Malaga","Cadix",1436,1,1
1679,"Cadix","London",1436,1,1
1679,"London","Southampton",1436,1,1
1680,"Venice","Messine",1436,1,1
1680,"Messine","Palerme",1436,1,1
1680,"Palerme","Syracuse",1436,1,1
1680,"Syracuse","Reggio.Calabre",1436,1,1
1680,"Reggio.Calabre","Napoli",1436,1,2
1680,"Napoli","Gaete",1436,1,2
1680,"Gaete","Civita.Vecchia",1436,1,2
1680,"Civita.Vecchia","Pise",1436,1,2
1680,"Pise","Talamone",1436,1,1
1680,"Talamone","Locum.Buccari",1436,1,1
1680,"Locum.Buccari","Aigues.Mortes",1436,1,1
1680,"Aigues.Mortes","Barcelone",1436,1,1
1680,"Barcelone","Valencia",1436,1,1
1680,"Valencia","Majorque",1436,1,1
1681,"Venice","Beyrouth",1436,1,28
1681,"Beyrouth","Damas",1436,1,1
1681,"Damas","Rhodes",1436,1,1
1681,"Rhodes","Modon",1436,1,1
1681,"Modon","Corfou",1436,1,1
1682,"Venice","Beyrouth",1436,1,28
1682,"Beyrouth","Jaffa",1436,1,1
1682,"Jaffa","Acre",1436,1,6
1682,"Acre","Jaffa",1436,1,2
1683,"Venice","Beyrouth",1436,1,28
1683,"Beyrouth","Tripoli.Syria",1436,1,1
1683,"Tripoli.Syria","Laodicée",1436,1,1
1683,"Laodicée","Rhodes",1436,1,1
1684,"Venice","Alexandrie",1436,4,20
1684,"Alexandrie","Beyrouth",1436,4,28
1685,"Venice","Modon",1437,4,1
1685,"Modon","Crete",1437,4,1
1685,"Crete","Alexandrie",1437,4,10
1686,"Venice","Modon",1437,2,1
1686,"Modon","Crete",1437,2,1
1686,"Crete","Cyprus",1437,2,1
1686,"Cyprus","Cyprus",1437,2,1
1686,"Cyprus","Cyprus",1437,2,1
1686,"Cyprus","Beyrouth",1437,2,1
1686,"Beyrouth","Tripoli.Syria",1437,2,1
1686,"Tripoli.Syria","Rhodes",1437,2,1
1687,"Venice","Modon",1437,1,1
1687,"Modon","Crete",1437,1,1
1687,"Crete","Cyprus",1437,1,1
1687,"Cyprus","Cyprus",1437,1,1
1687,"Cyprus","Cyprus",1437,1,1
1687,"Cyprus","Beyrouth",1437,1,1
1687,"Beyrouth","Tripoli.Syria",1437,1,1
1687,"Tripoli.Syria","Acre",1437,1,1
1687,"Acre","Rhodes",1437,1,1
1688,"Venice","Messine",1437,1,1
1688,"Messine","Palerme",1437,1,1
1688,"Palerme","Pise",1437,1,1
1688,"Pise","Aigues.Mortes",1437,1,1
1688,"Aigues.Mortes","Locum.Buccari",1437,1,1
1689,"Venice","Negrepont",1437,2,1
1689,"Negrepont","Constantinople",1437,2,2
1689,"Constantinople","Tana",1437,2,14
1689,"Tana","Tana",1437,2,1
1689,"Tana","Constantinople",1437,2,6
1690,"Venice","Clarence",1437,1,1
1690,"Clarence","Modon",1437,1,1
1690,"Modon","Coron",1437,1,1
1690,"Coron","Negrepont",1437,1,1
1690,"Negrepont","Constantinople",1437,1,2
1690,"Constantinople","Sinope",1437,1,1
1690,"Sinope","Simisso",1437,1,1
1690,"Simisso","Trebizonde",1437,1,14
1690,"Trebizonde","Constantinople",1437,1,6
1691,"Venice","Clarence",1437,1,1
1691,"Clarence","Modon",1437,1,1
1691,"Modon","Coron",1437,1,1
1691,"Coron","Negrepont",1437,1,1
1691,"Negrepont","Constantinople",1437,1,2
1691,"Constantinople","Maurocastron",1437,1,15
1691,"Maurocastron","Constantinople",1437,1,6
1692,"Venice","Clarence",1437,1,1
1692,"Clarence","Modon",1437,1,1
1692,"Modon","Coron",1437,1,1
1693,"Venice","London",1437,2,1
1694,"Venice","Bruges",1437,2,1
1695,"Venice","Messine",1437,1,1
1695,"Messine","Palerme",1437,1,1
1695,"Palerme","Pise",1437,1,1
1695,"Pise","Locum.Buccari",1437,1,1
1695,"Locum.Buccari","Aigues.Mortes",1437,1,1
1696,"Venice","Syracuse",1437,1,1
1696,"Syracuse","Tunis",1437,1,1
1696,"Tunis","Cadix",1437,1,1
1696,"Cadix","Sevilla",1437,1,1
1697,"Venice","Syracuse",1438,1,1
1697,"Syracuse","Tripoli.Libye",1438,1,1
1697,"Tripoli.Libye","Tunis",1438,1,1
1697,"Tunis","Cadix",1438,1,1
1697,"Cadix","Sevilla",1438,1,1
1698,"Venice","Bruges",1438,2,1
1698,"Bruges","Anvers",1438,2,1
1699,"Venice","London",1438,2,1
1700,"Venice","Corfou",1438,2,1
1700,"Corfou","Modon",1438,2,1
1700,"Modon","Coron",1438,2,1
1700,"Coron","Negrepont",1438,2,2
1700,"Negrepont","Constantinople",1438,2,2
1700,"Constantinople","Tana",1438,2,1
1700,"Tana","Constantinople",1438,2,1
1701,"Venice","Corfou",1438,1,1
1701,"Corfou","Modon",1438,1,1
1701,"Modon","Coron",1438,1,1
1701,"Coron","Negrepont",1438,1,2
1701,"Negrepont","Constantinople",1438,1,2
1701,"Constantinople","Sinope",1438,1,1
1701,"Sinope","Simisso",1438,1,1
1701,"Simisso","Trebizonde",1438,1,4
1701,"Trebizonde","Constantinople",1438,1,1
1702,"Venice","Corfou",1438,1,1
1702,"Corfou","Modon",1438,1,1
1702,"Modon","Coron",1438,1,1
1702,"Coron","Negrepont",1438,1,2
1702,"Negrepont","Constantinople",1438,1,2
1702,"Constantinople","Maurocastron",1438,1,15
1702,"Maurocastron","Constantinople",1438,1,1
1703,"Venice","Crete",1438,1,6
1704,"Venice","Modon",1438,1,6
1705,"Venice","Corfou",1438,1,1
1706,"Venice","Messine",1438,1,1
1706,"Messine","Palerme",1438,1,1
1706,"Palerme","Pise",1438,1,1
1706,"Pise","Locum.Buccari",1438,1,1
1706,"Locum.Buccari","Aigues.Mortes",1438,1,1
1706,"Aigues.Mortes","Valencia",1438,1,1
1706,"Valencia","Catalugna",1438,1,1
1707,"Venice","Locum.Buccari",1438,2,1
1707,"Locum.Buccari","Collioure",1438,2,1
1707,"Collioure","Marseille",1438,2,1
1707,"Marseille","Genoa",1438,2,1
1707,"Genoa","Gaete",1438,2,1
1707,"Gaete","Napoli",1438,2,1
1708,"Venice","Crete",1438,1,1
1708,"Crete","Cyprus",1438,1,1
1709,"Venice","Messine",1439,2,1
1709,"Messine","Palerme",1439,2,1
1709,"Palerme","Majorque",1439,2,1
1709,"Majorque","Malaga",1439,2,1
1709,"Malaga","Cadix",1439,2,1
1709,"Cadix","London",1439,2,90
1709,"London","Southampton",1439,2,1
1710,"Venice","Messine",1439,2,1
1710,"Messine","Palerme",1439,2,1
1710,"Palerme","Majorque",1439,2,1
1710,"Majorque","Malaga",1439,2,1
1710,"Malaga","Cadix",1439,2,1
1710,"Cadix","Bruges",1439,2,1
1710,"Bruges","Sluis",1439,2,1
1710,"Sluis","Anvers",1439,2,1
1711,"Venice","Messine",1439,1,1
1711,"Messine","Palerme",1439,1,1
1711,"Palerme","Pise",1439,1,1
1711,"Pise","Locum.Buccari",1439,1,1
1711,"Locum.Buccari","Aigues.Mortes",1439,1,1
1711,"Aigues.Mortes","Agde",1439,1,1
1711,"Agde","Catalugna",1439,1,1
1711,"Catalugna","Valencia",1439,1,1
1712,"Venice","Syracuse",1439,1,1
1712,"Syracuse","Tunis",1439,1,1
1712,"Tunis","Cadix",1439,1,1
1713,"Venice","Corfou",1439,3,1
1713,"Corfou","Modon",1439,3,1
1713,"Modon","Coron",1439,3,1
1713,"Coron","Negrepont",1439,3,2
1713,"Negrepont","Constantinople",1439,3,2
1713,"Constantinople","Tana",1439,3,2
1713,"Tana","Caffa",1439,3,1
1713,"Caffa","Trebizonde",1439,3,14
1713,"Trebizonde","Constantinople",1439,3,6
1714,"Venice","Alexandrie",1439,3,20
1715,"Venice","Beyrouth",1439,1,28
1715,"Beyrouth","Jaffa",1439,1,1
1715,"Jaffa","Acre",1439,1,6
1715,"Acre","Jaffa",1439,1,2
1715,"Jaffa","Beyrouth",1439,1,1
1715,"Beyrouth","Rhodes",1439,1,1
1715,"Rhodes","Modon",1439,1,1
1715,"Modon","Corfou",1439,1,1
1716,"Venice","Beyrouth",1439,1,28
1716,"Beyrouth","Tripoli.Syria",1439,1,1
1716,"Tripoli.Syria","Laodicée",1439,1,1
1716,"Laodicée","Beyrouth",1439,1,1
1716,"Beyrouth","Rhodes",1439,1,1
1716,"Rhodes","Modon",1439,1,1
1716,"Modon","Corfou",1439,1,1
1717,"Venice","Beyrouth",1439,1,28
1717,"Beyrouth","Rhodes",1439,1,1
1717,"Rhodes","Modon",1439,1,1
1717,"Modon","Corfou",1439,1,1
1718,"Venice","Crete",1439,2,1
1719,"Venice","Messine",1439,1,1
1719,"Messine","Palerme",1439,1,1
1719,"Palerme","Pise",1439,1,1
1719,"Pise","Locum.Buccari",1439,1,1
1719,"Locum.Buccari","Aigues.Mortes",1439,1,1
1719,"Aigues.Mortes","Agde",1439,1,1
1720,"Venice","Crete",1440,2,1
1721,"Venice","Messine",1440,2,1
1721,"Messine","Palerme",1440,2,1
1721,"Palerme","Pise",1440,2,1
1721,"Pise","Locum.Buccari",1440,2,1
1721,"Locum.Buccari","Aigues.Mortes",1440,2,1
1721,"Aigues.Mortes","Barcelone",1440,2,1
1721,"Barcelone","Majorque",1440,2,1
1721,"Majorque","Cadix",1440,2,1
1722,"Venice","Messine",1440,2,1
1722,"Messine","Palerme",1440,2,1
1722,"Palerme","Majorque",1440,2,1
1722,"Majorque","Malaga",1440,2,1
1722,"Malaga","Cadix",1440,2,1
1722,"Cadix","Bruges",1440,2,1
1722,"Bruges","Anvers",1440,2,60
1723,"Venice","Messine",1440,2,1
1723,"Messine","Palerme",1440,2,1
1723,"Palerme","Majorque",1440,2,1
1723,"Majorque","Malaga",1440,2,1
1723,"Malaga","Cadix",1440,2,1
1723,"Cadix","London",1440,2,90
1723,"London","Southampton",1440,2,5
1724,"Venice","Beyrouth",1440,1,28
1725,"Venice","Beyrouth",1440,1,28
1725,"Beyrouth","Jaffa",1440,1,1
1725,"Jaffa","Acre",1440,1,6
1725,"Acre","Jaffa",1440,1,2
1726,"Venice","Beyrouth",1440,1,28
1726,"Beyrouth","Tripoli.Syria",1440,1,1
1726,"Tripoli.Syria","Laodicée",1440,1,1
1727,"Venice","Alexandrie",1440,3,1
1728,"Venice","Tana",1440,2,1
1729,"Venice","Trebizonde",1440,1,1
1730,"Venice","Syracuse",1440,1,1
1730,"Syracuse","Tunis",1440,1,1
1730,"Tunis","Cadix",1440,1,1
1730,"Cadix","Barbarie",1440,1,1
1730,"Barbarie","Venice",1440,1,1
1731,"Venice","Catalugna",1440,1,1
1731,"Catalugna","Venice",1440,1,1
1732,"Venice","Messine",1441,2,1
1732,"Messine","Palerme",1441,2,1
1732,"Palerme","Majorque",1441,2,1
1732,"Majorque","Malaga",1441,2,1
1732,"Malaga","Cadix",1441,2,1
1732,"Cadix","Bruges",1441,2,1
1732,"Bruges","Anvers",1441,2,60
1733,"Venice","Messine",1441,2,1
1733,"Messine","Palerme",1441,2,1
1733,"Palerme","Majorque",1441,2,1
1733,"Majorque","Malaga",1441,2,1
1733,"Malaga","Cadix",1441,2,1
1733,"Cadix","London",1441,2,90
1733,"London","Southampton",1441,2,5
1734,"Venice","Messine",1441,2,1
1734,"Messine","Palerme",1441,2,1
1734,"Palerme","Pise",1441,2,1
1734,"Pise","Locum.Buccari",1441,2,1
1734,"Locum.Buccari","Aigues.Mortes",1441,2,1
1734,"Aigues.Mortes","Agde",1441,2,1
1734,"Agde","Valencia",1441,2,1
1734,"Valencia","Catalugna",1441,2,1
1735,"Venice","Ragusa",1441,2,1
1735,"Ragusa","Syracuse",1441,2,1
1735,"Syracuse","Barbarie",1441,2,1
1735,"Barbarie","Cadix",1441,2,1
1735,"Cadix","Sevilla",1441,2,1
1735,"Sevilla","Malaga",1441,2,1
1735,"Malaga","Barbarie",1441,2,1
1735,"Barbarie","Grenade",1441,2,1
1735,"Grenade","Valencia",1441,2,1
1735,"Valencia","Sfax",1441,2,1
1735,"Sfax","Alger",1441,2,1
1735,"Alger","Tripoli.Libye",1441,2,1
1736,"Venice","Corfou",1441,3,1
1736,"Corfou","Modon",1441,3,1
1736,"Modon","Coron",1441,3,1
1736,"Coron","Negrepont",1441,3,2
1736,"Negrepont","Gallipoli",1441,3,1
1736,"Gallipoli","Constantinople",1441,3,1
1736,"Constantinople","Sinope",1441,3,1
1736,"Sinope","Simisso",1441,3,2
1736,"Simisso","Trebizonde",1441,3,14
1736,"Trebizonde","Constantinople",1441,3,6
1737,"Venice","Modon",1441,3,18
1738,"Venice","Crete",1441,3,16
1739,"Venice","Jaffa",1441,2,1
1740,"Venice","Messine",1442,2,1
1740,"Messine","Palerme",1442,2,1
1740,"Palerme","Pise",1442,2,1
1740,"Pise","Locum.Buccari",1442,2,1
1740,"Locum.Buccari","Aigues.Mortes",1442,2,1
1740,"Aigues.Mortes","Agde",1442,2,1
1740,"Agde","Barcelone",1442,2,1
1740,"Barcelone","Valencia",1442,2,1
1741,"Venice","Bruges",1442,2,1
1741,"Bruges","Anvers",1442,2,1
1742,"Venice","London",1442,2,1
1743,"Venice","Crete",1442,3,1
1743,"Crete","Alexandrie",1442,3,1
1744,"Venice","Crete",1442,3,1
1744,"Crete","Beyrouth",1442,3,1
1745,"Venice","Corfou",1442,2,1
1745,"Corfou","Modon",1442,2,1
1746,"Venice","Crete",1443,3,1
1746,"Crete","Alexandrie",1443,3,20
1747,"Venice","Alexandrie",1443,1,1
1748,"Venice","Crete",1444,3,1
1748,"Crete","Alexandrie",1444,3,20
1749,"Venice","Beyrouth",1445,4,28
1749,"Beyrouth","Syria",1445,4,1
1750,"Venice","Alexandrie",1445,4,20
1751,"Venice","Jerusalem",1445,2,1
1752,"Venice","Crete",1446,4,1
1752,"Crete","Alexandrie",1446,4,20
1753,"Venice","Jaffa",1446,2,1
1753,"Jaffa","Jerusalem",1446,2,1
1754,"Venice","Alexandrie",1447,4,20
1754,"Alexandrie","Crete",1447,4,1
1755,"Venice","Corfou",1442,2,1
1755,"Corfou","Modon",1442,2,1
1755,"Modon","Coron",1442,2,1
