"start","end","year","ships","days"
"Bruges","Anvers",1443,4,60
"Anvers","London",1443,4,1
"London","Southampton",1443,4,5
"Southampton","Caput.Martin",1443,4,1
"Caput.Martin","Malaga",1443,4,1
"Venice","Corfou",1443,2,1
"Corfou","Modon",1443,2,1
"Modon","Coron",1443,2,1
"Coron","Negrepont",1443,2,2
"Venice","Corfou",1443,1,1
"Corfou","Modon",1443,1,1
"Modon","Coron",1443,1,1
"Coron","Negrepont",1443,1,2
"Negrepont","Constantinople",1443,1,2
"Constantinople","Tana",1443,1,1
"Tana","Caffa",1443,1,1
"Caffa","Constantinople",1443,1,1
"Venice","Beyrouth",1443,2,28
"Beyrouth","Constantinople",1443,2,2
"Constantinople","Sinope",1443,2,1
"Sinope","Simisso",1443,2,1
"Simisso","Trebizonde",1443,2,14
"Venice","Beyrouth",1443,1,28
"Beyrouth","Jaffa",1443,1,1
"Jaffa","Acre",1443,1,6
"Acre","Jaffa",1443,1,6
"Jaffa","Beyrouth",1443,1,1
"Venice","Beyrouth",1443,1,28
"Beyrouth","Tripoli.Syria",1443,1,1
"Tripoli.Syria","Laodicée",1443,1,1
"Laodicée","Beyrouth",1443,1,1
"Venice","Syracuse",1443,2,2
"Syracuse","Tunis",1443,2,20
"Tunis","Bône",1443,2,2
"Bône","Bougie",1443,2,6
"Bougie","Alger",1443,2,3
"Alger","Oran",1443,2,8
"Oran","One",1443,2,6
"One","Barbarie",1443,2,1
"Barbarie","Cadix",1443,2,1
"Cadix","Malaga",1443,2,1
"Malaga","Valencia",1443,2,1
"Valencia","Tortosa",1443,2,1
"Tortosa","Tunis",1443,2,1
"Venice","Dune",1444,2,1
"Dune","Sluis",1444,2,1
"Sluis","London",1444,2,90
"London","Southampton",1444,2,1
"Venice","Dune",1444,1,1
"Dune","Sluis",1444,1,1
"Sluis","Anvers",1444,1,60
"Venice","Cotrone",1444,2,1
"Cotrone","Syracuse",1444,2,2
"Syracuse","Tunis",1444,2,20
"Tunis","Cadix",1444,2,1
"Cadix","San.Lucar",1444,2,25
"San.Lucar","Sevilla",1444,2,1
"Sevilla","Malaga",1444,2,1
"Malaga","Valencia",1444,2,1
"Valencia","Tortosa",1444,2,1
"Tortosa","Majorque",1444,2,1
"Majorque","Tunis",1444,2,1
"Tunis","Sfax",1444,2,1
"Sfax","Djerba",1444,2,1
"Djerba","Tripoli.Libye",1444,2,1
"Tripoli.Libye","Syracuse",1444,2,1
"Syracuse","Ragusa",1444,2,1
"Venice","Syracuse",1444,1,1
"Syracuse","Messine",1444,1,1
"Messine","Palerme",1444,1,1
"Palerme","Pise",1444,1,1
"Pise","Locum.Buccari",1444,1,1
"Locum.Buccari","Aigues.Mortes",1444,1,1
"Aigues.Mortes","Valencia",1444,1,1
"Venice","Modon",1444,2,1
"Modon","Crete",1444,2,1
"Crete","Rhodes",1444,2,1
"Rhodes","Beyrouth",1444,2,28
"Venice","Beyrouth",1444,1,28
"Beyrouth","Tripoli.Syria",1444,1,1
"Venice","Corfou",1444,1,1
"Corfou","Modon",1444,1,1
"Modon","Coron",1444,1,1
"Coron","Negrepont",1444,1,2
"Negrepont","Constantinople",1444,1,2
"Constantinople","Sinope",1444,1,1
"Sinope","Simisso",1444,1,1
"Simisso","Trebizonde",1444,1,16
"Trebizonde","Constantinople",1444,1,1
"Venice","Corfou",1444,1,1
"Corfou","Modon",1444,1,1
"Modon","Coron",1444,1,1
"Coron","Negrepont",1444,1,2
"Negrepont","Constantinople",1444,1,2
"Constantinople","Tana",1444,1,1
"Tana","Constantinople",1444,1,1
"Venice","Crete",1444,1,1
"Crete","Rhodes",1444,1,1
"Rhodes","Cyprus",1444,1,1
"Cyprus","Rhodes",1444,1,1
"Venice","Cotrone",1445,2,1
"Cotrone","Syracuse",1445,2,1
"Syracuse","Tunis",1445,2,1
"Tunis","Bône",1445,2,2
"Bône","Alger",1445,2,3
"Alger","Oran",1445,2,8
"Oran","One",1445,2,6
"One","Cadix",1445,2,1
"Cadix","San.Lucar",1445,2,24
"San.Lucar","Sevilla",1445,2,1
"Sevilla","Malaga",1445,2,2
"Malaga","Majorque",1445,2,1
"Majorque","Tunis",1445,2,1
"Tunis","Sfax",1445,2,1
"Sfax","Djerba",1445,2,1
"Djerba","Tripoli.Libye",1445,2,1
"Tripoli.Libye","Syracuse",1445,2,1
"Venice","Messine",1445,2,1
"Messine","Palerme",1445,2,1
"Palerme","Majorque",1445,2,1
"Majorque","Malaga",1445,2,1
"Malaga","Cadix",1445,2,1
"Cadix","Bruges",1445,2,1
"Bruges","Sluis",1445,2,1
"Sluis","Anvers",1445,2,60
"Anvers","Caput.Martin",1445,2,1
"Caput.Martin","Malaga",1445,2,1
"Venice","Messine",1445,2,1
"Messine","Palerme",1445,2,1
"Palerme","Majorque",1445,2,1
"Majorque","Malaga",1445,2,1
"Malaga","Cadix",1445,2,1
"Cadix","Southampton",1445,2,5
"Southampton","Sandwich",1445,2,90
"Sandwich","Caput.Martin",1445,2,1
"Caput.Martin","Malaga",1445,2,1
"Venice","Syracuse",1445,2,1
"Syracuse","Messine",1445,2,1
"Messine","Palerme",1445,2,1
"Palerme","Pise",1445,2,1
"Pise","Locum.Buccari",1445,2,1
"Locum.Buccari","Aigues.Mortes",1445,2,1
"Venice","Corfou",1445,3,1
"Corfou","Modon",1445,3,1
"Modon","Coron",1445,3,1
"Coron","Negrepont",1445,3,2
"Negrepont","Gallipoli",1445,3,1
"Gallipoli","Constantinople",1445,3,2
"Constantinople","Tana",1445,3,4
"Tana","Caffa",1445,3,1
"Caffa","Trebizonde",1445,3,16
"Trebizonde","Black.Sea.",1445,3,1
"Black.Sea.","Constantinople",1445,3,1
"Venice","Corfou",1445,1,1
"Corfou","Modon",1445,1,1
"Modon","Coron",1445,1,1
"Coron","Crete",1445,1,1
"Crete","Cyprus",1445,1,25
"Cyprus","Cyprus",1445,1,2
"Cyprus","Cyprus",1445,1,4
"Cyprus","Cyprus",1445,1,1
"Cyprus","Cyprus",1445,1,8
"Cyprus","Beyrouth",1445,1,1
"Beyrouth","Syria",1445,1,1
"Venice","Cotrone",1446,2,1
"Cotrone","Syracuse",1446,2,1
"Syracuse","Tunis",1446,2,1
"Tunis","Bône",1446,2,2
"Bône","Alger",1446,2,3
"Alger","Oran",1446,2,8
"Oran","One",1446,2,6
"One","Cadix",1446,2,1
"Cadix","San.Lucar",1446,2,24
"San.Lucar","Sevilla",1446,2,1
"Sevilla","Malaga",1446,2,2
"Malaga","Majorque",1446,2,1
"Majorque","Tunis",1446,2,1
"Tunis","Sfax",1446,2,1
"Sfax","Djerba",1446,2,1
"Djerba","Tripoli.Libye",1446,2,1
"Tripoli.Libye","Syracuse",1446,2,1
"Venice","Messine",1446,2,1
"Messine","Palerme",1446,2,1
"Palerme","Majorque",1446,2,1
"Majorque","Cadix",1446,2,1
"Cadix","Malaga",1446,2,1
"Malaga","Dune",1446,2,1
"Dune","Sluis",1446,2,1
"Sluis","Anvers",1446,2,60
"Venice","Messine",1446,1,1
"Messine","Palerme",1446,1,1
"Palerme","Majorque",1446,1,1
"Majorque","Cadix",1446,1,1
"Cadix","Malaga",1446,1,1
"Malaga","Dune",1446,1,1
"Dune","Southampton",1446,1,1
"Southampton","Sandwich",1446,1,1
"Sandwich","London",1446,1,90
"Venice","Pula",1446,1,1
"Pula","Corfou",1446,1,1
"Corfou","Modon",1446,1,1
"Modon","Coron",1446,1,1
"Coron","Crete",1446,1,1
"Crete","Cyprus",1446,1,25
"Cyprus","Cyprus",1446,1,2
"Cyprus","Cyprus",1446,1,4
"Cyprus","Cyprus",1446,1,1
"Cyprus","Cyprus",1446,1,8
"Cyprus","Beyrouth",1446,1,1
"Beyrouth","Syria",1446,1,1
"Venice","Syracuse",1446,2,1
"Syracuse","Messine",1446,2,1
"Messine","Palerme",1446,2,1
"Palerme","Pise",1446,2,1
"Pise","Locum.Buccari",1446,2,1
"Locum.Buccari","Aigues.Mortes",1446,2,1
"Aigues.Mortes","Catalugna",1446,2,1
"Catalugna","Valencia",1446,2,1
"Venice","Corfou",1446,2,1
"Corfou","Modon",1446,2,1
"Modon","Coron",1446,2,1
"Coron","Negrepont",1446,2,2
"Negrepont","Constantinople",1446,2,2
"Constantinople","Tana",1446,2,14
"Tana","Constantinople",1446,2,1
"Venice","Corfou",1446,1,1
"Corfou","Modon",1446,1,1
"Modon","Coron",1446,1,1
"Coron","Negrepont",1446,1,2
"Negrepont","Constantinople",1446,1,2
"Constantinople","Sinope",1446,1,1
"Sinope","Simisso",1446,1,1
"Simisso","Trebizonde",1446,1,16
"Trebizonde","Black.Sea.",1446,1,2
"Black.Sea.","Constantinople",1446,1,1
"Venice","Beyrouth",1446,4,28
"Beyrouth","Laodicée",1446,4,1
"Laodicée","Beyrouth",1446,4,1
"Venice","Cotrone",1447,2,1
"Cotrone","Syracuse",1447,2,2
"Syracuse","Tunis",1447,2,20
"Tunis","Bône",1447,2,2
"Bône","Bougie",1447,2,6
"Bougie","Oran",1447,2,8
"Oran","One",1447,2,6
"One","Malaga",1447,2,1
"Malaga","Majorque",1447,2,1
"Majorque","Tunis",1447,2,1
"Tunis","Sfax",1447,2,1
"Sfax","Djerba",1447,2,1
"Djerba","Tripoli.Libye",1447,2,1
"Tripoli.Libye","Syracuse",1447,2,1
"Venice","Zara",1447,1,1
"Zara","Messine",1447,1,1
"Messine","Palerme",1447,1,1
"Palerme","Malaga",1447,1,1
"Malaga","Cadix",1447,1,1
"Cadix","Dune",1447,1,1
"Dune","London",1447,1,90
"London","Southampton",1447,1,1
"Southampton","Sandwich",1447,1,5
"Venice","Dune",1447,1,1
"Dune","Bruges",1447,1,1
"Bruges","Sluis",1447,1,60
"Venice","Jaffa",1447,1,1
"Jaffa","Beyrouth",1447,1,1
"Venice","Pula",1447,1,1
"Pula","Corfou",1447,1,1
"Corfou","Modon",1447,1,1
"Modon","Coron",1447,1,1
"Coron","Crete",1447,1,1
"Crete","Cyprus",1447,1,25
"Cyprus","Cyprus",1447,1,2
"Cyprus","Cyprus",1447,1,4
"Cyprus","Cyprus",1447,1,1
"Cyprus","Cyprus",1447,1,8
"Cyprus","Beyrouth",1447,1,1
"Beyrouth","Syria",1447,1,1
"Venice","Corfou",1447,2,1
"Corfou","Modon",1447,2,1
"Modon","Coron",1447,2,1
"Coron","Negrepont",1447,2,2
"Negrepont","Gallipoli",1447,2,1
"Gallipoli","Constantinople",1447,2,1
"Constantinople","Tana",1447,2,14
"Tana","Constantinople",1447,2,1
"Venice","Corfou",1447,1,1
"Corfou","Modon",1447,1,1
"Modon","Coron",1447,1,1
"Coron","Negrepont",1447,1,2
"Negrepont","Gallipoli",1447,1,1
"Gallipoli","Constantinople",1447,1,1
"Constantinople","Sinope",1447,1,1
"Sinope","Simisso",1447,1,1
"Simisso","Trebizonde",1447,1,16
"Trebizonde","Black.Sea.",1447,1,2
"Black.Sea.","Constantinople",1447,1,1
"Venice","Syracuse",1447,1,1
"Syracuse","Messine",1447,1,1
"Messine","Palerme",1447,1,1
"Palerme","Pise",1447,1,1
"Pise","Locum.Buccari",1447,1,1
"Locum.Buccari","Aigues.Mortes",1447,1,1
"Venice","Cotrone",1448,2,1
"Cotrone","Syracuse",1448,2,2
"Syracuse","Messine",1448,2,1
"Messine","Bône",1448,2,2
"Bône","Bougie",1448,2,6
"Bougie","Alger",1448,2,1
"Alger","Cadix",1448,2,1
"Cadix","San.Lucar",1448,2,1
"San.Lucar","Sevilla",1448,2,1
"Sevilla","Malaga",1448,2,1
"Malaga","Majorque",1448,2,1
"Majorque","Tunis",1448,2,1
"Tunis","Sfax",1448,2,1
"Sfax","Djerba",1448,2,1
"Djerba","Tripoli.Libye",1448,2,1
"Tripoli.Libye","Syracuse",1448,2,2
"Venice","Syracuse",1448,2,1
"Syracuse","Corfou",1448,2,1
"Corfou","Modon",1448,2,1
"Modon","Coron",1448,2,1
"Coron","Negrepont",1448,2,2
"Negrepont","Gallipoli",1448,2,1
"Gallipoli","Constantinople",1448,2,1
"Constantinople","Tana",1448,2,1
"Tana","Constantinople",1448,2,1
"Venice","Syracuse",1448,1,1
"Syracuse","Corfou",1448,1,1
"Corfou","Modon",1448,1,1
"Modon","Coron",1448,1,1
"Coron","Negrepont",1448,1,2
"Negrepont","Gallipoli",1448,1,1
"Gallipoli","Constantinople",1448,1,1
"Constantinople","Sinope",1448,1,1
"Sinope","Simisso",1448,1,1
"Simisso","Trebizonde",1448,1,1
"Trebizonde","Black.Sea.",1448,1,1
"Black.Sea.","Constantinople",1448,1,1
"Venice","Messine",1448,3,1
"Messine","Palerme",1448,3,1
"Venice","Modon",1448,1,1
"Venice","Pula",1448,5,1
"Pula","Corfou",1448,5,1
"Corfou","Modon",1448,5,1
"Modon","Crete",1448,5,1
"Crete","Alexandrie",1448,5,20
"Venice","Pula",1448,1,1
"Pula","Crete",1448,1,1
"Crete","Cyprus",1448,1,1
"Cyprus","Rhodes",1448,1,1
"Rhodes","Crete",1448,1,1
"Venice","Jaffa",1448,1,1
"Venice","Pula",1449,3,1
"Pula","Cadix",1449,3,1
"Cadix","Dune",1449,3,1
"Dune","Sluis",1449,3,1
"Sluis","Bruges",1449,3,1
"Bruges","Anvers",1449,3,60
"Anvers","London",1449,3,90
"Venice","Rhodes",1449,1,1
"Rhodes","Cyprus",1449,1,1
"Cyprus","Jaffa",1449,1,1
"Jaffa","Syria",1449,1,1
"Venice","Corfou",1449,2,1
"Corfou","Modon",1449,2,1
"Modon","Coron",1449,2,1
"Coron","Negrepont",1449,2,2
"Negrepont","Constantinople",1449,2,2
"Constantinople","Tana",1449,2,14
"Tana","Caffa",1449,2,1
"Caffa","Constantinople",1449,2,6
"Venice","Corfou",1449,1,1
"Corfou","Modon",1449,1,1
"Modon","Coron",1449,1,1
"Coron","Negrepont",1449,1,2
"Negrepont","Constantinople",1449,1,2
"Constantinople","Trebizonde",1449,1,16
"Trebizonde","Constantinople",1449,1,6
"Venice","Cyprus",1449,4,1
"Cyprus","Beyrouth",1449,4,28
"Beyrouth","Laodicée",1449,4,1
"Laodicée","Crete",1449,4,1
"Venice","Crete",1449,3,1
"Crete","Alexandrie",1449,3,20
"Alexandrie","Crete",1449,3,1
"Venice","Istrie",1450,4,1
"Istrie","Crete",1450,4,1
"Crete","Rhodes",1450,4,1
"Rhodes","Cyprus",1450,4,1
"Cyprus","Beyrouth",1450,4,1
"Beyrouth","Alexandrie",1450,4,20
"Alexandrie","Rhodes",1450,4,1
"Rhodes","Corfou",1450,4,1
"Venice","Istrie",1450,1,1
"Istrie","Crete",1450,1,1
"Crete","Rhodes",1450,1,1
"Rhodes","Cyprus",1450,1,1
"Cyprus","Beyrouth",1450,1,1
"Beyrouth","Alexandrie",1450,1,20
"Alexandrie","Rhodes",1450,1,1
"Rhodes","Corfou",1450,1,1
"Venice","Beyrouth",1450,5,28
"Beyrouth","Alexandrie",1450,5,20
"Alexandrie","Syria",1450,5,1
"Syria","Rhodes",1450,5,1
"Rhodes","Modon",1450,5,1
"Modon","Corfou",1450,5,1
"Venice","Pula",1450,1,1
"Pula","Crete",1450,1,1
"Crete","Cyprus",1450,1,25
"Cyprus","Cyprus",1450,1,2
"Cyprus","Cyprus",1450,1,4
"Cyprus","Cyprus",1450,1,1
"Cyprus","Cyprus",1450,1,8
"Cyprus","Rhodes",1450,1,1
"Venice","Pula",1450,4,1
"Pula","Sicily",1450,4,1
"Sicily","Sluis",1450,4,1
"Sluis","Bruges",1450,4,60
"Bruges","Southampton",1450,4,1
"Southampton","London",1450,4,90
"Venice","Corfou",1450,2,1
"Corfou","Modon",1450,2,1
"Modon","Coron",1450,2,1
"Coron","Negrepont",1450,2,2
"Negrepont","Constantinople",1450,2,2
"Constantinople","Tana",1450,2,14
"Tana","Constantinople",1450,2,6
"Venice","Corfou",1450,1,1
"Corfou","Modon",1450,1,1
"Modon","Coron",1450,1,1
"Coron","Negrepont",1450,1,2
"Negrepont","Constantinople",1450,1,2
"Constantinople","Sinope",1450,1,1
"Sinope","Simisso",1450,1,1
"Simisso","Trebizonde",1450,1,16
"Trebizonde","Constantinople",1450,1,6
"Venice","Pula",1451,4,1
"Pula","Alexandrie",1451,4,20
"Venice","Syracuse",1451,1,1
"Syracuse","Messine",1451,1,1
"Messine","Palerme",1451,1,1
"Palerme","Pise",1451,1,1
"Pise","Talamone",1451,1,1
"Talamone","Locum.Buccari",1451,1,1
"Locum.Buccari","Aigues.Mortes",1451,1,1
"Aigues.Mortes","Montpellier",1451,1,1
"Montpellier","Pise",1451,1,1
"Pise","Gaete",1451,1,1
"Gaete","Napoli",1451,1,1
"Venice","Ragusa",1451,1,1
"Ragusa","Syracuse",1451,1,2
"Syracuse","Tunis",1451,1,20
"Tunis","Bône",1451,1,2
"Bône","Bougie",1451,1,6
"Bougie","Malaga",1451,1,6
"Malaga","Oran",1451,1,1
"Oran","Sevilla",1451,1,1
"Sevilla","Malaga",1451,1,1
"Malaga","Tunis",1451,1,1
"Tunis","Syracuse",1451,1,1
"Syracuse","Venice",1451,1,1
"Venice","Pula",1451,4,1
"Pula","Beyrouth",1451,4,28
"Venice","Pula",1451,1,1
"Pula","Dune",1451,1,7
"Dune","Sluis",1451,1,60
"Venice","Pula",1451,1,1
"Pula","Southampton",1451,1,100
"Venice","Pula",1451,1,1
"Pula","Dune",1451,1,7
"Dune","Sluis",1451,1,60
"Sluis","London",1451,1,90
"Venice","Corfou",1451,2,1
"Corfou","Modon",1451,2,1
"Modon","Coron",1451,2,1
"Coron","Negrepont",1451,2,2
"Negrepont","Constantinople",1451,2,2
"Constantinople","Tana",1451,2,14
"Tana","Caffa",1451,2,1
"Caffa","Constantinople",1451,2,6
"Venice","Corfou",1451,1,1
"Corfou","Modon",1451,1,1
"Modon","Coron",1451,1,1
"Coron","Negrepont",1451,1,2
"Negrepont","Constantinople",1451,1,2
"Constantinople","Sinope",1451,1,1
"Sinope","Simisso",1451,1,1
"Simisso","Trebizonde",1451,1,16
"Trebizonde","Constantinople",1451,1,6
"Venice","Aigues.Mortes",1452,2,1
"Aigues.Mortes","Messine",1452,2,1
"Messine","Syracuse",1452,2,1
"Venice","Pula",1452,3,1
"Pula","Dune",1452,3,1
"Dune","Sluis",1452,3,60
"Sluis","Southampton",1452,3,100
"Southampton","London",1452,3,90
"Venice","Syracuse",1452,2,2
"Syracuse","Tunis",1452,2,20
"Tunis","Bône",1452,2,2
"Bône","Bougie",1452,2,6
"Bougie","Alger",1452,2,3
"Alger","Oran",1452,2,8
"Oran","One",1452,2,1
"One","Malaga",1452,2,2
"Malaga","Tunis",1452,2,1
"Tunis","Alger",1452,2,1
"Alger","Tripoli.Libye",1452,2,1
"Tripoli.Libye","Syracuse",1452,2,1
"Syracuse","Venice",1452,2,1
"Venice","Corfou",1452,2,1
"Corfou","Modon",1452,2,1
"Modon","Coron",1452,2,1
"Coron","Negrepont",1452,2,2
"Negrepont","Constantinople",1452,2,2
"Constantinople","Tana",1452,2,14
"Tana","Caffa",1452,2,1
"Caffa","Constantinople",1452,2,6
"Venice","Corfou",1452,1,1
"Corfou","Modon",1452,1,1
"Modon","Coron",1452,1,1
"Coron","Negrepont",1452,1,2
"Negrepont","Constantinople",1452,1,2
"Constantinople","Trebizonde",1452,1,16
"Trebizonde","Constantinople",1452,1,6
"Venice","Jerusalem",1452,1,1
"Venice","Pula",1452,1,1
"Pula","Modon",1452,1,1
"Modon","Crete",1452,1,1
"Crete","Rhodes",1452,1,1
"Rhodes","Cyprus",1452,1,25
"Cyprus","Cyprus",1452,1,2
"Cyprus","Cyprus",1452,1,1
"Venice","Pula",1452,4,1
"Pula","Beyrouth",1452,4,1
"Beyrouth","Syria",1452,4,1
"Syria","Beyrouth",1452,4,28
"Beyrouth","Rhodes",1452,4,1
"Rhodes","Coron",1452,4,1
"Coron","Modon",1452,4,1
"Venice","Alexandrie",1452,4,20
"Venice","Dune",1453,3,2
"Dune","Sluis",1453,3,1
"Sluis","Anvers",1453,3,50
"Anvers","Southampton",1453,3,1
"Southampton","Sandwich",1453,3,8
"Sandwich","London",1453,3,11
"London","Negrepont",1453,3,2
"Venice","Syracuse",1453,2,1
"Syracuse","Palerme",1453,2,1
"Palerme","Aigues.Mortes",1453,2,1
"Aigues.Mortes","Majorque",1453,2,1
"Majorque","Gaete",1453,2,1
"Gaete","Napoli",1453,2,1
"Venice","Pula",1453,2,1
"Pula","Syracuse",1453,2,2
"Syracuse","Tunis",1453,2,10
"Tunis","Bône",1453,2,2
"Bône","Bougie",1453,2,3
"Bougie","Alger",1453,2,1
"Venice","Cyprus",1453,3,1
"Venice","Modon",1453,3,1
"Modon","Crete",1453,3,1
"Crete","Beyrouth",1453,3,1
"Venice","Pula",1453,1,1
"Pula","Corfou",1453,1,1
"Corfou","Modon",1453,1,1
"Modon","Rhodes",1453,1,1
"Rhodes","Cyprus",1453,1,25
"Cyprus","Cyprus",1453,1,2
"Cyprus","Cyprus",1453,1,4
"Cyprus","Cyprus",1453,1,1
"Cyprus","Cyprus",1453,1,8
"Cyprus","Beyrouth",1453,1,1
